LSOA code,LSOA name,Index of Multiple Deprivation (IMD) Rank,Index of Multiple Deprivation (IMD) Decile,Income Rank,Income Decile,Employment Rank,Employment Decile,"Education, Skills and Training Rank","Education, Skills and Training Decile",Health Deprivation and Disability Rank,Health Deprivation and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile
E01002690,Hounslow 007F,24196,8,25009,8,25510,8,32558,10,27945,9,18380,6,9892,4,6589,3
E01002691,Hounslow 029B,23626,8,22983,7,24972,8,30008,10,29325,9,28054,9,4597,2,9841,3
E01002692,Hounslow 029C,17842,6,16096,5,20186,7,26761,9,28761,9,16367,5,5580,2,5071,2
E01002693,Hounslow 029D,18443,6,15693,5,23263,8,31039,10,20745,7,7408,3,11179,4,7480,3
E01002694,Islington 019A,3487,2,1550,1,4257,2,11214,4,4031,2,7575,3,9687,3,7326,3
E01002695,Islington 021A,12467,4,13499,5,17085,6,24504,8,8605,3,7537,3,6874,3,6618,3
E01002696,Islington 020A,14178,5,15698,5,20703,7,21083,7,15932,5,7710,3,11456,4,2336,1
E01002697,Islington 019B,7142,3,5772,2,9446,3,13198,5,5616,2,7035,3,9626,3,7595,3
E01002698,Islington 017A,16593,6,13876,5,15629,5,24817,8,17351,6,22745,7,8251,3,8291,3
E01002699,Islington 017B,14586,5,11637,4,14119,5,20041,7,14557,5,20470,7,12366,4,7073,3
E01002700,Islington 017C,20562,7,21424,7,22809,7,31576,10,27008,9,8764,3,14922,5,4053,2
E01002701,Islington 023A,9154,3,7626,3,11373,4,15425,5,10382,4,15407,5,8090,3,3115,1
E01002702,Islington 023B,8242,3,6072,2,9189,3,16352,5,11327,4,7972,3,8714,3,5754,2
E01002703,Islington 023C,9396,3,5486,2,10861,4,16449,6,20200,7,10312,4,6338,2,6427,2
E01002704,Islington 023D,12549,4,9587,3,11527,4,23115,8,14761,5,25293,8,6095,2,6931,3
E01002706,Islington 023E,10815,4,8283,3,13549,5,22884,7,17173,6,9904,4,7329,3,3112,1
E01002707,Islington 022B,10377,4,10281,4,15621,5,18080,6,13701,5,11328,4,5585,2,1909,1
E01002708,Islington 015A,8035,3,7833,3,11962,4,14009,5,10441,4,7024,3,2743,1,6536,2
E01002709,Islington 019C,5835,2,3274,1,7662,3,13112,4,6786,3,8255,3,8186,3,7072,3
E01002710,Islington 019D,7574,3,6208,2,6867,3,15143,5,7448,3,12220,4,7646,3,8417,3
E01002711,Islington 021B,12915,4,12596,4,14988,5,28538,9,12997,4,19340,6,3739,2,4328,2
E01002712,Islington 015B,9562,3,10030,4,14285,5,9617,3,7959,3,8060,3,7489,3,8371,3
E01002713,Islington 015C,3166,1,2369,1,3237,1,8962,3,3820,2,3342,2,8366,3,10259,4
E01002714,Islington 017D,19913,7,19837,7,23754,8,26334,9,23872,8,12539,4,10753,4,5154,2
E01002715,Islington 019E,4721,2,3497,2,4673,2,8546,3,4779,2,8497,3,8636,3,10822,4
E01002716,Islington 014A,6033,2,3659,2,6835,3,18216,6,5227,2,8976,3,7585,3,8472,3
E01002717,Islington 016A,12461,4,9938,4,14599,5,21096,7,17147,6,5005,2,11358,4,8458,3
E01002718,Islington 014B,14929,5,16977,6,20116,7,21662,7,19508,6,5233,2,12494,4,2996,1
E01002719,Islington 016B,17270,6,16349,5,18249,6,20844,7,23474,8,6121,2,14447,5,9603,3
E01002720,Islington 016C,4250,2,1878,1,4285,2,10507,4,6652,3,9753,3,7850,3,10661,4
E01002721,Islington 014C,8938,3,9314,3,9981,4,13192,5,10957,4,5113,2,10609,4,6045,2
E01002722,Islington 018A,5269,2,4390,2,5018,2,15166,5,7620,3,4618,2,7717,3,5664,2
E01002723,Islington 022C,8750,3,6825,3,10186,4,18316,6,9081,3,10948,4,6131,2,6676,3
E01002724,Islington 022D,19372,6,22473,7,29807,10,26231,8,19157,6,23163,8,8690,3,1315,1
E01002725,Islington 022E,8458,3,6054,2,10739,4,16952,6,9878,4,10033,4,7276,3,5440,2
E01002726,Islington 022F,11070,4,8612,3,11137,4,24100,8,11288,4,13721,5,8598,3,6126,2
E01002727,Islington 021C,10165,4,10008,4,11367,4,20031,7,14464,5,9224,3,8153,3,2590,1
E01002728,Islington 021D,9446,3,10495,4,13414,5,22208,7,7165,3,2721,1,9263,3,6144,2
E01002729,Islington 021E,7539,3,7605,3,5774,2,24542,8,17253,6,6469,2,12017,4,1051,1
E01002730,Islington 007A,7841,3,8967,3,13537,5,22409,7,8755,3,906,1,6770,3,4589,2
E01002731,Islington 007B,11066,4,13149,5,19620,6,21595,7,18071,6,2432,1,5633,2,2440,1
E01002732,Islington 005A,2650,1,2481,1,2255,1,11648,4,4549,2,1448,1,6026,2,8915,3
E01002733,Islington 007C,15654,5,13320,5,19618,6,31753,10,19253,6,3656,2,13018,4,7103,3
E01002734,Islington 005B,4096,2,3421,2,6687,3,12560,4,9259,3,836,1,4603,2,5709,2
E01002735,Islington 003A,6465,2,4772,2,6851,3,25652,8,11287,4,3093,1,6530,2,4959,2
E01002736,Islington 005C,3060,1,1296,1,2332,1,8456,3,8378,3,4529,2,9217,3,13502,5
E01002737,Islington 005D,5609,2,3300,2,4919,2,10405,4,7798,3,9954,4,9094,3,12474,4
E01002738,Islington 009A,10960,4,9270,3,10484,4,19673,6,19627,6,5827,2,9941,4,6591,3
E01002739,Islington 013A,16660,6,14466,5,18367,6,31224,10,22657,7,9659,3,12354,4,3875,2
E01002740,Islington 013B,17843,6,20368,7,24155,8,27607,9,26558,9,3769,2,13591,5,3361,2
E01002741,Islington 009B,5946,2,3467,2,4941,2,13079,4,10267,4,7976,3,7758,3,12371,4
E01002742,Islington 006A,18132,6,17409,6,23379,8,31466,10,18949,6,6361,2,15993,5,4413,2
E01002743,Islington 009C,15181,5,12667,4,18447,6,23792,8,15498,5,11047,4,10244,4,6623,3
E01002744,Islington 009D,16228,5,14540,5,14547,5,25176,8,13266,5,13672,5,13307,5,10788,4
E01002745,Islington 013C,18128,6,14868,5,16469,6,27183,9,23495,8,9708,3,14229,5,10506,4
E01002747,Islington 006B,20714,7,17761,6,18657,6,30795,10,16833,6,28032,9,12745,4,8673,3
E01002748,Islington 006C,4293,2,4219,2,4459,2,23295,8,7534,3,689,1,6473,2,5544,2
E01002749,Islington 006D,12160,4,9318,3,13924,5,18648,6,17019,6,8858,3,12193,4,5784,2
E01002751,Islington 005E,4870,2,3496,2,5731,2,17297,6,10387,4,7283,3,6241,2,1403,1
E01002752,Islington 009E,12440,4,8376,3,10958,4,23012,8,17498,6,10110,4,12246,4,10076,4
E01002753,Islington 002A,8283,3,6937,3,8946,3,10976,4,10699,4,8046,3,6433,2,12291,4
E01002754,Islington 002B,17536,6,15359,5,19990,7,30580,10,15759,5,6004,2,11683,4,13179,5
E01002755,Islington 001A,4303,2,3162,1,2512,1,16023,5,6477,2,4480,2,8661,3,13543,5
E01002756,Islington 001B,9162,3,7976,3,7819,3,27645,9,13301,5,3717,2,13129,4,5237,2
E01002757,Islington 002C,11321,4,7111,3,9849,3,17978,6,15937,5,12448,4,12074,4,11607,4
E01002758,Islington 001C,3231,1,1810,1,2329,1,14718,5,3793,2,7051,3,7963,3,10974,4
E01002759,Islington 002D,13811,5,9371,3,14582,5,26926,9,9336,3,13996,5,13988,5,11418,4
E01002760,Islington 002E,4631,2,2019,1,3747,2,10399,4,8351,3,9747,3,10231,4,12685,4
E01002762,Islington 011C,13764,5,15130,5,15886,5,28066,9,13875,5,7632,3,6270,2,5955,2
E01002763,Islington 007D,6622,3,9021,3,9470,3,21390,7,3666,2,2001,1,6259,2,6107,2
E01002764,Islington 010A,7581,3,5914,2,9482,3,16860,6,14402,5,4144,2,7631,3,4066,2
E01002765,Islington 015D,8909,3,6861,3,11122,4,13904,5,8084,3,13423,5,5486,2,9971,4
E01002766,Islington 015E,7264,3,5927,2,8693,3,9730,3,8548,3,10225,4,6044,2,9435,3
E01002767,Islington 011D,5275,2,4962,2,6712,3,17282,6,7699,3,4409,2,1574,1,8020,3
E01002768,Islington 004A,8350,3,7337,3,8222,3,23637,8,6966,3,8550,3,7914,3,6440,2
E01002769,Islington 008A,14242,5,14846,5,17374,6,31063,10,14919,5,6287,2,6985,3,5624,2
E01002770,Islington 004B,8029,3,9692,3,10849,4,28776,9,5584,2,3267,1,7948,3,3015,1
E01002771,Islington 004C,9390,3,6720,3,10373,4,23244,8,14023,5,4183,2,8748,3,8049,3
E01002772,Islington 002F,8637,3,8370,3,12270,4,24162,8,9936,4,3322,2,5574,2,4793,2
E01002773,Islington 004D,2164,1,1567,1,1879,1,12285,4,6761,3,176,1,7506,3,10679,4
E01002774,Islington 004E,7608,3,8359,3,9135,3,22968,7,7962,3,1677,1,7422,3,7071,3
E01002775,Islington 014D,12620,4,13345,5,15922,5,19194,6,10846,4,7148,3,10332,4,6429,2
E01002776,Islington 014E,7029,3,6449,2,10519,4,15991,5,5088,2,8441,3,8444,3,3092,1
E01002777,Islington 012A,9255,3,8441,3,11442,4,25108,8,7100,3,7876,3,10991,4,3253,1
E01002778,Islington 012B,4551,2,3974,2,6195,2,11288,4,6456,2,1957,1,5759,2,8225,3
E01002779,Islington 012C,15584,5,13340,5,19838,7,23825,8,22219,7,4545,2,9277,3,9500,3
E01002780,Islington 014F,9965,4,8231,3,8879,3,22575,7,10624,4,8310,3,10750,4,7632,3
E01002781,Islington 012D,8526,3,4882,2,7552,3,19723,7,10145,4,10222,4,10274,4,12193,4
E01002782,Islington 012E,5157,2,3097,1,5933,2,12109,4,6426,2,4504,2,8295,3,11985,4
E01002783,Islington 010B,2766,1,2678,1,2731,1,13017,4,1826,1,3197,1,7030,3,8181,3
E01002784,Islington 010C,6145,2,4359,2,5418,2,16140,5,6681,3,7578,3,6447,2,13298,5
E01002785,Islington 008B,15334,5,16892,6,15246,5,30782,10,25342,8,6562,2,10569,4,2909,1
E01002786,Islington 010D,5495,2,4400,2,6386,2,23473,8,4953,2,3235,1,5220,2,8914,3
E01002787,Islington 010E,7051,3,7695,3,9478,3,19484,6,4241,2,6494,2,6028,2,4738,2
E01002788,Islington 008C,17004,6,16391,5,15753,5,30812,10,22391,7,10074,4,6883,3,9212,3
E01002789,Islington 008D,20257,7,20165,7,22259,7,32490,10,26280,9,6859,3,13170,5,6486,2
E01002790,Islington 016D,3653,2,3067,1,2664,1,11044,4,6205,2,4155,2,9406,3,7183,3
E01002791,Islington 016E,20072,7,20564,7,23313,8,21074,7,23009,8,9923,4,14714,5,7294,3
E01002792,Islington 017E,17852,6,16844,6,21614,7,27662,9,15096,5,12432,4,12555,4,5653,2
E01002793,Islington 016F,5450,2,4526,2,6715,3,18824,6,6387,2,1902,1,10541,4,5336,2
E01002794,Islington 020B,12607,4,13959,5,16885,6,24549,8,16023,5,5174,2,10124,4,2562,1
E01002795,Islington 013D,10755,4,9826,3,12305,4,16822,6,15239,5,4858,2,11484,4,6208,2
E01002796,Islington 013E,11641,4,9734,3,11979,4,31254,10,11196,4,9088,3,10593,4,5007,2
E01002797,Islington 018B,7039,3,6266,2,8691,3,14231,5,8056,3,3405,2,9121,3,7592,3
E01002798,Islington 018C,13193,5,10946,4,13620,5,26470,9,12577,4,7350,3,14198,5,7684,3
E01002799,Islington 018D,6972,3,4425,2,8536,3,17989,6,7864,3,12072,4,7991,3,3924,2
E01002800,Islington 018E,4590,2,4939,2,6626,3,5176,2,10540,4,5420,2,5008,2,2940,1
E01002801,Islington 020C,17133,6,17125,6,21109,7,31601,10,25172,8,7042,3,14529,5,2169,1
E01002802,Islington 020D,10255,4,11235,4,11060,4,26566,9,9440,3,4837,2,14114,5,3035,1
E01002803,Islington 020E,11531,4,10314,4,15449,5,19741,7,17066,6,6420,2,10128,4,3276,1
E01002804,Islington 001D,5087,2,3792,2,3255,1,12064,4,7617,3,8566,3,7553,3,12619,4
E01002805,Islington 003B,12161,4,11908,4,16089,5,22474,7,13427,5,2852,1,8446,3,10365,4
E01002806,Islington 003C,9620,3,8275,3,9615,3,27835,9,9592,3,2870,1,13132,4,8911,3
E01002807,Islington 001E,7258,3,4822,2,7236,3,17009,6,8147,3,9366,3,6671,3,11000,4
E01002808,Islington 003D,10985,4,8292,3,10726,4,23472,8,13304,5,8003,3,10043,4,8255,3
E01002809,Islington 003E,7327,3,5731,2,6062,2,23218,8,10189,4,6359,2,6328,2,8388,3
E01002810,Islington 003F,6536,2,5466,2,5663,2,19296,6,6643,3,5375,2,8130,3,9873,4
E01002811,Islington 001F,4691,2,3576,2,3948,2,22776,7,5248,2,2901,1,9710,3,7462,3
E01002812,Kensington and Chelsea 013A,22698,7,31845,10,32597,10,30630,10,32697,10,23641,8,1981,1,3072,1
E01002813,Kensington and Chelsea 011A,24398,8,28983,9,32119,10,32252,10,32718,10,12418,4,8934,3,3582,2
E01002814,Kensington and Chelsea 015A,10748,4,9793,3,11203,4,29681,10,27818,9,12100,4,971,1,5209,2
E01002815,Kensington and Chelsea 011B,15885,5,18530,6,23244,8,31264,10,29687,10,14847,5,1341,1,2476,1
E01002816,Kensington and Chelsea 011C,22718,7,31973,10,32067,10,32657,10,32769,10,16009,5,3401,2,2621,1
E01002817,Kensington and Chelsea 011D,24015,8,30205,10,31686,10,32416,10,32779,10,10979,4,9499,3,2992,1
E01002818,Kensington and Chelsea 012A,21429,7,32613,10,32783,10,29082,9,32841,10,12497,4,2726,1,2530,1
E01002819,Kensington and Chelsea 012B,23245,8,32559,10,32824,10,25377,8,32808,10,20860,7,4306,2,2629,1
E01002820,Kensington and Chelsea 016A,25054,8,31389,10,32460,10,28921,9,32753,10,23323,8,3908,2,5234,2
E01002821,Kensington and Chelsea 014A,23418,8,31703,10,32718,10,30398,10,32777,10,11878,4,5936,2,3060,1
E01002822,Kensington and Chelsea 016B,21201,7,32715,10,32835,10,30718,10,32840,10,12605,4,7310,3,567,1
E01002823,Kensington and Chelsea 014B,8812,3,6965,3,7096,3,26565,9,19425,6,13870,5,3075,1,4538,2
E01002824,Kensington and Chelsea 008A,24462,8,31856,10,32160,10,32458,10,32759,10,17813,6,7102,3,2398,1
E01002825,Kensington and Chelsea 008B,24885,8,27707,9,28646,9,32644,10,32684,10,24748,8,7367,3,3830,2
E01002826,Kensington and Chelsea 008C,23594,8,29862,10,32366,10,32564,10,32730,10,18730,6,5804,2,2242,1
E01002827,Kensington and Chelsea 008D,22084,7,31756,10,31633,10,32843,10,32756,10,13461,5,7232,3,1027,1
E01002828,Kensington and Chelsea 008E,17715,6,20596,7,18673,6,29879,10,30865,10,12998,4,5062,2,3233,1
E01002829,Kensington and Chelsea 004A,6055,2,5953,2,5290,2,26510,9,15925,5,5417,2,2066,1,3180,1
E01002830,Kensington and Chelsea 004B,5764,2,5774,2,5005,2,23951,8,21380,7,2031,1,1692,1,5850,2
E01002831,Kensington and Chelsea 004C,5299,2,5776,2,5385,2,26288,9,16220,5,1843,1,2084,1,2950,1
E01002832,Kensington and Chelsea 004D,7367,3,5657,2,8375,3,24928,8,21360,7,5884,2,2266,1,3434,2
E01002833,Kensington and Chelsea 007A,15083,5,19096,6,22166,7,28574,9,27662,9,3139,1,5236,2,2905,1
E01002834,Kensington and Chelsea 013B,18346,6,24575,8,28356,9,32762,10,31503,10,16412,5,3515,2,706,1
E01002835,Kensington and Chelsea 016C,23929,8,31744,10,32648,10,30198,10,32781,10,13258,5,7808,3,2628,1
E01002836,Kensington and Chelsea 016D,23221,8,27981,9,29708,10,31660,10,31783,10,15402,5,4689,2,4804,2
E01002837,Kensington and Chelsea 016E,20942,7,32721,10,32818,10,29800,10,32819,10,21300,7,5294,2,323,1
E01002838,Kensington and Chelsea 020A,23203,8,32756,10,32828,10,31146,10,32747,10,13032,4,2874,1,4597,2
E01002839,Kensington and Chelsea 013C,10320,4,14806,5,12139,4,31205,10,26239,8,12290,4,742,1,1064,1
E01002840,Kensington and Chelsea 021A,4981,2,3109,1,4491,2,21689,7,19544,6,4782,2,2618,1,4131,2
E01002841,Kensington and Chelsea 021B,9898,4,10534,4,10111,4,29071,9,15154,5,4207,2,3738,2,6425,2
E01002842,Kensington and Chelsea 021C,2593,1,823,1,2197,1,15369,5,12016,4,8013,3,1747,1,7200,3
E01002843,Kensington and Chelsea 021D,3564,2,2637,1,2201,1,17581,6,7814,3,7629,3,3096,1,7515,3
E01002844,Kensington and Chelsea 019A,16966,6,18863,6,24033,8,31848,10,29510,9,10838,4,3570,2,2316,1
E01002845,Kensington and Chelsea 019B,13544,5,12972,4,14321,5,30797,10,26081,8,14487,5,3451,2,2954,1
E01002846,Kensington and Chelsea 017A,7626,3,9428,3,9038,3,31013,10,13851,5,9272,3,123,1,5067,2
E01002847,Kensington and Chelsea 015B,12666,4,19610,6,20047,7,32348,10,26693,9,4213,2,877,1,2516,1
E01002848,Kensington and Chelsea 015C,8243,3,9754,3,12068,4,27967,9,18455,6,16574,6,36,1,2093,1
E01002849,Kensington and Chelsea 017B,16808,6,22000,7,23213,8,32169,10,30340,10,4394,2,3654,2,3668,2
E01002850,Kensington and Chelsea 013D,11573,4,14774,5,14506,5,31035,10,25656,8,10098,4,1087,1,2105,1
E01002851,Kensington and Chelsea 015D,4330,2,3590,2,4767,2,29149,9,10783,4,5735,2,525,1,4070,2
E01002852,Kensington and Chelsea 001A,3797,2,2283,1,4628,2,16437,6,9614,3,5320,2,1728,1,5787,2
E01002853,Kensington and Chelsea 001B,1212,1,610,1,1145,1,9053,3,9861,4,662,1,2668,1,6229,2
E01002854,Kensington and Chelsea 001C,3030,1,1532,1,2230,1,18292,6,15469,5,2374,1,3101,1,6849,3
E01002855,Kensington and Chelsea 001D,2975,1,1725,1,2094,1,21886,7,10841,4,3693,2,1736,1,7554,3
E01002856,Kensington and Chelsea 004E,4928,2,6143,2,4964,2,24385,8,19850,7,2033,1,1515,1,1641,1
E01002857,Kensington and Chelsea 001E,1012,1,504,1,312,1,15509,5,9023,3,1868,1,1439,1,8731,3
E01002858,Kensington and Chelsea 014C,11753,4,12662,4,16345,5,22785,7,23994,8,25529,8,482,1,3217,1
E01002859,Kensington and Chelsea 012C,24280,8,31708,10,32721,10,32033,10,32844,10,21030,7,4808,2,2767,1
E01002860,Kensington and Chelsea 012D,22839,7,32704,10,32802,10,32813,10,32843,10,15107,5,7792,3,979,1
E01002861,Kensington and Chelsea 014D,18886,6,21822,7,27086,9,25358,8,29444,9,10782,4,5828,2,2864,1
E01002862,Kensington and Chelsea 014E,10169,4,9719,3,12061,4,24110,8,21402,7,18818,6,1139,1,2986,1
E01002863,Kensington and Chelsea 012E,24615,8,32742,10,32766,10,30287,10,32842,10,15379,5,4268,2,5004,2
E01002864,Kensington and Chelsea 009A,25115,8,29990,10,32674,10,32455,10,32830,10,7647,3,8785,3,7016,3
E01002865,Kensington and Chelsea 011E,27993,9,32098,10,32834,10,32754,10,32826,10,16876,6,11773,4,5792,2
E01002866,Kensington and Chelsea 009B,13786,5,15362,5,15167,5,30282,10,24353,8,10599,4,1368,1,7246,3
E01002867,Kensington and Chelsea 009C,12519,4,11253,4,12038,4,27727,9,29087,9,16556,6,1745,1,5564,2
E01002868,Kensington and Chelsea 009D,25448,8,32743,10,32770,10,32308,10,32832,10,14906,5,4069,2,6875,3
E01002869,Kensington and Chelsea 009E,14640,5,14481,5,17357,6,29130,9,29268,9,12870,4,1723,1,5361,2
E01002870,Kensington and Chelsea 005A,3890,2,1738,1,3037,1,14623,5,9192,3,17402,6,2280,1,9894,4
E01002871,Kensington and Chelsea 007B,22944,7,31003,10,32334,10,30481,10,32820,10,14064,5,7306,3,1750,1
E01002872,Kensington and Chelsea 005B,4605,2,2576,1,3423,2,18178,6,14303,5,10346,4,2310,1,6981,3
E01002873,Kensington and Chelsea 007C,14480,5,17348,6,18895,6,27942,9,30120,10,3779,2,4627,2,3495,2
E01002874,Kensington and Chelsea 007D,14325,5,15350,5,16811,6,31017,10,26181,8,7493,3,4040,2,3577,2
E01002875,Kensington and Chelsea 007E,18986,6,23998,8,24393,8,32621,10,32160,10,6993,3,5485,2,3062,1
E01002876,Kensington and Chelsea 003A,14225,5,13291,5,14056,5,27450,9,25984,8,9715,3,6784,3,4308,2
E01002877,Kensington and Chelsea 003B,3925,2,1856,1,4188,2,14035,5,10893,4,8593,3,2801,1,6415,2
E01002878,Kensington and Chelsea 003C,6319,2,6740,3,6706,3,25141,8,16091,5,2073,1,1952,1,5245,2
E01002879,Kensington and Chelsea 005C,3808,2,1618,1,4857,2,20890,7,15640,5,2312,1,2049,1,6956,3
E01002880,Kensington and Chelsea 005D,3215,1,2102,1,2473,1,13126,4,8954,3,6618,3,2065,1,8928,3
E01002881,Kensington and Chelsea 005E,4113,2,2832,1,2320,1,15796,5,11456,4,10095,4,2933,1,8663,3
E01002882,Kensington and Chelsea 006A,16904,6,15235,5,20023,7,31975,10,31509,10,11481,4,4945,2,3892,2
E01002883,Kensington and Chelsea 006B,22472,7,30122,10,31568,10,32494,10,31910,10,9560,3,6228,2,2841,1
E01002884,Kensington and Chelsea 006C,13100,4,17902,6,18650,6,30161,10,30016,10,3431,2,1151,1,4785,2
E01002885,Kensington and Chelsea 006D,14695,5,18804,6,24744,8,29674,10,30694,10,10938,4,1415,1,1290,1
E01002886,Kensington and Chelsea 006E,19099,6,26399,9,31587,10,32536,10,32689,10,5135,2,6227,2,1409,1
E01002887,Kensington and Chelsea 010A,21530,7,32039,10,32725,10,32797,10,32627,10,13138,5,4756,2,1162,1
E01002888,Kensington and Chelsea 013E,23449,8,30330,10,32420,10,32070,10,32818,10,22597,7,2775,1,3521,2
E01002889,Kensington and Chelsea 010B,26867,9,29027,9,32370,10,31249,10,32336,10,26732,9,4782,2,8295,3
E01002890,Kensington and Chelsea 010C,25832,8,32737,10,32769,10,32658,10,32815,10,11789,4,9316,3,4350,2
E01002891,Kensington and Chelsea 010D,25103,8,31886,10,32731,10,32076,10,32721,10,21742,7,5248,2,3425,2
E01002892,Kensington and Chelsea 010E,26365,9,31764,10,32494,10,32465,10,32817,10,28689,9,4328,2,5113,2
E01002893,Kensington and Chelsea 017C,12935,4,12979,4,14795,5,24951,8,20869,7,15195,5,3052,1,3925,2
E01002894,Kensington and Chelsea 017D,14414,5,17124,6,15076,5,22230,7,28067,9,10765,4,5332,2,2928,1
E01002895,Kensington and Chelsea 020B,23084,8,32260,10,32496,10,28100,9,32806,10,7618,3,9864,4,2724,1
E01002896,Kensington and Chelsea 020C,24135,8,29330,9,32380,10,26640,9,32790,10,12492,4,7968,3,4605,2
E01002897,Kensington and Chelsea 020D,18277,6,17501,6,25512,8,31740,10,23927,8,12253,4,5811,2,3711,2
E01002898,Kensington and Chelsea 017E,25185,8,30078,10,32667,10,32268,10,32736,10,16098,5,7868,3,3728,2
E01002899,Kensington and Chelsea 018A,13213,5,11998,4,10605,4,26981,9,27859,9,16053,5,5525,2,3921,2
E01002900,Kensington and Chelsea 018B,26730,9,32776,10,32795,10,32192,10,32836,10,11550,4,9540,3,6265,2
E01002901,Kensington and Chelsea 018C,17464,6,21100,7,32367,10,27807,9,30966,10,9695,3,5985,2,606,1
E01002902,Kensington and Chelsea 018D,23591,8,26391,9,29174,9,32238,10,32675,10,17598,6,5947,2,4418,2
E01002903,Kensington and Chelsea 018E,27528,9,32774,10,32840,10,32161,10,32835,10,15181,5,11590,4,5356,2
E01002904,Kensington and Chelsea 002A,3043,1,1373,1,1943,1,11905,4,7723,3,17794,6,2568,1,10211,4
E01002905,Kensington and Chelsea 002B,3154,1,2398,1,3325,2,17810,6,14040,5,983,1,2544,1,4479,2
E01002906,Kensington and Chelsea 002C,6647,3,6079,2,5859,2,19639,6,10240,4,13229,5,2184,1,5959,2
E01002907,Kensington and Chelsea 002D,1794,1,313,1,773,1,10947,4,7986,3,19801,7,3853,2,9221,3
E01002908,Kensington and Chelsea 003D,9637,3,9875,4,11683,4,27678,9,15550,5,6257,2,4150,2,2575,1
E01002909,Kensington and Chelsea 003E,8155,3,7131,3,6931,3,24456,8,21351,7,7356,3,2747,1,4943,2
E01002910,Kensington and Chelsea 019C,17632,6,16102,5,20224,7,30339,10,31469,10,11034,4,5196,2,5271,2
E01002911,Kensington and Chelsea 019D,21556,7,31634,10,32587,10,31434,10,32824,10,6974,3,10121,4,1161,1
E01002912,Kensington and Chelsea 020E,20040,7,23912,8,30223,10,20326,7,28540,9,16117,5,6649,3,2549,1
E01002913,Kensington and Chelsea 021E,16091,5,15370,5,20914,7,29324,9,29958,10,6980,3,5803,2,3690,2
E01002914,Kensington and Chelsea 019E,25957,8,30788,10,32684,10,30107,10,32666,10,27955,9,5016,2,4639,2
E01002915,Kingston upon Thames 014A,26998,9,26703,9,25558,8,27067,9,31906,10,23246,8,9602,3,14217,5
E01002916,Kingston upon Thames 014B,26782,9,27247,9,23278,8,28542,9,30399,10,10947,4,23780,8,13355,5
E01002917,Kingston upon Thames 014C,31433,10,29765,10,29734,10,30913,10,32057,10,24408,8,21563,7,17769,6
E01002918,Kingston upon Thames 017A,21946,7,21987,7,26416,9,16953,6,27956,9,25416,8,15078,5,3906,2
E01002919,Kingston upon Thames 017B,18341,6,13841,5,21405,7,23171,8,25661,8,18206,6,4856,2,12315,4
E01002920,Kingston upon Thames 014D,30459,10,28847,9,28917,9,30915,10,29980,10,24637,8,14862,5,20365,7
E01002921,Kingston upon Thames 011A,18698,6,16902,6,21805,7,21078,7,18259,6,18772,6,9598,3,8218,3
E01002922,Kingston upon Thames 010A,25712,8,23122,8,27588,9,32285,10,27821,9,21048,7,7588,3,13639,5
E01002923,Kingston upon Thames 013A,7999,3,5494,2,8555,3,12101,4,7394,3,18739,6,5342,2,13259,5
E01002924,Kingston upon Thames 014E,32012,10,31625,10,29936,10,32430,10,31360,10,31724,10,18939,6,18027,6
E01002925,Kingston upon Thames 013B,22790,7,22534,7,25116,8,30814,10,24547,8,27220,9,9472,3,4472,2
E01002926,Kingston upon Thames 010B,27879,9,27579,9,28906,9,31242,10,28383,9,29623,10,9780,3,10098,4
E01002927,Kingston upon Thames 008A,21448,7,18456,6,20272,7,28813,9,25451,8,18100,6,6944,3,15384,5
E01002928,Kingston upon Thames 008B,17328,6,12430,4,14269,5,28308,9,26113,8,19656,6,13172,5,6550,2
E01002929,Kingston upon Thames 007A,26011,8,28591,9,25934,8,32378,10,31955,10,10764,4,13463,5,9468,3
E01002930,Kingston upon Thames 007B,23273,8,18388,6,24274,8,24920,8,30014,10,19072,6,11158,4,12395,4
E01002931,Kingston upon Thames 007C,22804,7,21087,7,26353,9,31320,10,31264,10,7267,3,18019,6,6421,2
E01002932,Kingston upon Thames 006A,9799,3,7276,3,7929,3,16818,6,13644,5,20159,7,3020,1,17390,6
E01002933,Kingston upon Thames 004A,18511,6,13606,5,14916,5,28370,9,16806,6,25253,8,14504,5,11424,4
E01002934,Kingston upon Thames 004B,31781,10,30702,10,30052,10,31986,10,31759,10,28925,9,20234,7,16903,6
E01002935,Kingston upon Thames 003A,26771,9,23488,8,28919,9,31854,10,32078,10,17895,6,14103,5,9131,3
E01002937,Kingston upon Thames 004D,30452,10,30695,10,30019,10,31338,10,30748,10,24969,8,23130,8,9462,3
